,conversation,speaker,backchannel_given,backchannel_recieved
1,0480a711-11cc-4812-97e2-7a5fa69858fa,5ed5e0276122c5175e4509d0,179,264
0,c1ab4807-f720-49ec-8c98-cf477661dee5,558a327cfdf99b2d75651681,46,47
1,c1ab4807-f720-49ec-8c98-cf477661dee5,5de1ef4ecb1b08240f97671a,47,46
0,a6f97713-f548-4833-9f9d-62f25dc91a44,5e097142864020244036e40d,57,229
1,a6f97713-f548-4833-9f9d-62f25dc91a44,5ea3310bf9c4f828f0c909c5,229,57
0,46d14a01-720f-4d43-a00a-16e8a34835d4,5e5593e29a302e59cb575f46,168,92
1,46d14a01-720f-4d43-a00a-16e8a34835d4,5e8b9c7054a5cc07dd6e174d,92,168
0,c2dccef4-139c-4bc8-98fb-24a521da2923,5cbe04b4f429ff00159de30e,96,239
1,c2dccef4-139c-4bc8-98fb-24a521da2923,5d5f07cdca10e90016bc0103,239,96
0,9fe28434-f888-45db-9294-c2db96be095a,5e3f6b251d15101c5251d8b7,125,207
1,9fe28434-f888-45db-9294-c2db96be095a,5eb35a554ff34414ebb41827,207,125
0,1699d7c9-be90-437a-bd68-eff94e651105,5ebb26803576b50eb12d87d9,130,435
1,1699d7c9-be90-437a-bd68-eff94e651105,5f84093b9b3e190008131671,435,130
0,ec4460de-5136-4a67-90f1-a8cde16266c0,5d250aa62bf4a600012a0c0f,42,105
1,ec4460de-5136-4a67-90f1-a8cde16266c0,5e6018dc11009135c2154ede,105,42
0,4538cb0c-5102-4971-bd22-9767cc23e8bf,5d6d95547481f10019db1f28,46,119
1,4538cb0c-5102-4971-bd22-9767cc23e8bf,5e68083669f4cf0c05439f94,119,46
0,72834788-d7ec-463b-873a-daac1a8dc352,5a198755f2e3460001edc5c9,148,220
1,72834788-d7ec-463b-873a-daac1a8dc352,5b4983840753d30001db8ab3,220,148
0,e690dd3f-9308-41df-aa46-7979ddd87caf,5df88caf783225616ad3defe,129,266
1,e690dd3f-9308-41df-aa46-7979ddd87caf,5eaa26c17c3cbc1ae4881baa,266,129
0,c9fb99a6-6aef-41f5-81b4-bcc368ec55fc,59d5c894c732930001d88b5e,65,93
1,c9fb99a6-6aef-41f5-81b4-bcc368ec55fc,5e8fe10948e8062e52605345,93,65
0,14f5fe6e-1c37-491d-87a7-4dda9d07966b,5d5162f1b50a1000169da137,41,126
1,14f5fe6e-1c37-491d-87a7-4dda9d07966b,5f75f66541d27f011212af83,126,41
0,c238e8d5-93a4-4b9b-9ecd-966ce1d77710,5cfc3d486e9951001a0cb8cd,216,44
1,c238e8d5-93a4-4b9b-9ecd-966ce1d77710,5e097142864020244036e40d,44,216
0,9cf9baf0-2a8b-4b45-a7b0-416629bd61a3,5d49b7be18ecc30017428cd2,73,155
1,9cf9baf0-2a8b-4b45-a7b0-416629bd61a3,5f1ba4b61d8b7c3adf75d9e0,155,73
0,7199ba04-39f4-47cd-b3fe-1ab67c6f71d7,5d9b20dd62b8100014e8cb53,111,83
1,7199ba04-39f4-47cd-b3fe-1ab67c6f71d7,5f60371e80ea02132146968e,83,111
0,3066c275-aae2-4b70-b47d-65c4ff1bc409,5cfbcc1fa7f8940019cd8704,138,175
1,3066c275-aae2-4b70-b47d-65c4ff1bc409,5e9a331602672c0c3ac47c34,175,138
0,b5f59553-1ef9-478e-a270-0e31dd71d6d0,5f517ddee960a93daa69b8bb,96,138
1,b5f59553-1ef9-478e-a270-0e31dd71d6d0,5f6fe97d8641835be70202bd,138,96
0,72ab1fc0-4e9a-4b21-8ff1-81a9ae0a37ef,56db4c217dcddf000bd5853c,143,30
1,72ab1fc0-4e9a-4b21-8ff1-81a9ae0a37ef,5c670a430d80fd00014264f9,30,143
0,53074503-e206-4f9f-8e46-0c767ff6813f,5d36600685d1d50001affacb,73,219
1,53074503-e206-4f9f-8e46-0c767ff6813f,5f91a6fd02a12e041dd41ec4,219,73
0,a9ca3b45-894c-4d00-9428-e76a0cac8211,5e799a4602f92955a07c7546,238,67
1,a9ca3b45-894c-4d00-9428-e76a0cac8211,5edc3f9696a72790ae256a27,67,238
0,edc258f2-820a-4ed7-8df9-e9868f514328,5ee737e98452ec4c9cc1a1f0,130,107
1,edc258f2-820a-4ed7-8df9-e9868f514328,5eef7517c8692d20c3279493,107,130
0,c7b2bf7c-ed3b-4adf-82b4-c9232cdffca9,5b18647968a5ed00017343ec,141,91
1,c7b2bf7c-ed3b-4adf-82b4-c9232cdffca9,5d18251e19c4900016c01035,91,141
0,9a227233-3252-420c-9928-c3ae79fb9205,5ea4a34e4085724768be21a7,217,128
1,9a227233-3252-420c-9928-c3ae79fb9205,5eece89d63352e0c327ddb0b,128,217
0,cd3ddd3b-2053-40e5-ae52-86db7b10153a,5c4e58785994ca0001132982,138,236
1,cd3ddd3b-2053-40e5-ae52-86db7b10153a,5f6e71f3b273c13b726f3622,236,138
0,10d941d9-76ab-4d06-b9e0-35ddedb28ac8,5bd0d9bf25db7b0001786a5b,104,144
1,10d941d9-76ab-4d06-b9e0-35ddedb28ac8,5de59698a2db8951b9955ccb,144,104
0,373764f7-6987-485a-8739-51f37cb46e3d,5f4ee74eb0bbd513fda75ffb,270,126
1,373764f7-6987-485a-8739-51f37cb46e3d,5f641cfa0c8b8b19b424aa4d,126,270
0,e0de7827-7011-4f5a-be33-24e1827b4d2b,5f113ec4c304894ad573296c,137,150
1,e0de7827-7011-4f5a-be33-24e1827b4d2b,5f375d51fae4971ed086f809,150,137
0,1f27e83c-e6e2-45de-9200-fbbf0541b2c1,5ee3c8f2eca1a2085413c9d5,372,420
1,1f27e83c-e6e2-45de-9200-fbbf0541b2c1,5f0293ca91b83b4294d6685c,420,372
0,94cbc2b3-ba08-43d1-83aa-2c1100f34385,5c7e91c1973c990016ea72b0,75,134
1,94cbc2b3-ba08-43d1-83aa-2c1100f34385,5f5128258dff8f30b0c3c1eb,134,75
0,fc92dbaf-306d-42a7-b5b6-87682795b6bc,5e9732d6bafec41daaf8fc30,107,184
1,fc92dbaf-306d-42a7-b5b6-87682795b6bc,5ef6d363d195c23ce977b6c4,184,107
0,b6988911-c05d-49a9-8805-3d50bc7f0d36,5e7072e5fb136c63e94f3fa4,244,115
1,b6988911-c05d-49a9-8805-3d50bc7f0d36,5e88f058524dca58ab60da0b,115,244
0,4d094d13-35ca-4a09-b918-b23f185e6340,5cea73210b20970001acee5f,275,62
1,4d094d13-35ca-4a09-b918-b23f185e6340,5e84be4fc39ab0054840a01e,62,275
0,4ce789dd-cb2c-4ecb-b4c3-406c3f9db052,56e130548b1c33000a388671,74,260
1,4ce789dd-cb2c-4ecb-b4c3-406c3f9db052,5efd4df059990518c92eca95,260,74
0,9786cb35-0ef4-486d-85eb-42e234af5722,5dcb55b60133ef83a90f85ac,87,200
1,9786cb35-0ef4-486d-85eb-42e234af5722,5e322c53287816210062d0ac,200,87
0,5686694a-ef2b-4eab-9cee-988111599a4c,5a7b2b52000dab00018c402b,182,21
1,5686694a-ef2b-4eab-9cee-988111599a4c,5c4a40123714ae0001863e8a,21,182
0,e8856a77-dc6b-4ddf-81c3-7f50cad6fbd6,5f2850a9d9a5f01279e1bd16,227,386
1,e8856a77-dc6b-4ddf-81c3-7f50cad6fbd6,5f30841ff614014e92784605,386,227
0,a7d8ca23-0b34-40a1-a25c-111db6eb0b3e,5e60344611009137b29e78ac,53,117
1,a7d8ca23-0b34-40a1-a25c-111db6eb0b3e,5ea5ce85c8a6d443aea2bb5d,117,53
0,021cae92-8043-4ef1-b115-47b539bad870,5ee1aff5d156f20008c98012,115,129
1,021cae92-8043-4ef1-b115-47b539bad870,5f0107db94097c2544c516e6,129,115
0,2b5a65a2-f865-4de5-875a-4515376a8a1f,57950da04a84da00014c5dbb,180,242
1,2b5a65a2-f865-4de5-875a-4515376a8a1f,5b4983840753d30001db8ab3,242,180
0,2ea08e99-5f68-48d4-af42-0f4d31f1e148,5996ad5c9845ef00014de423,127,212
1,2ea08e99-5f68-48d4-af42-0f4d31f1e148,5eba7dd788044a040e7d8d60,212,127
0,e553ac35-19c2-49bd-9e0a-899f342ad824,5c114210280a8200019d7b1d,81,35
1,e553ac35-19c2-49bd-9e0a-899f342ad824,5eb35e715308a1157ae3b853,35,81
0,48f6f030-7973-4888-ac2a-0099e8636b88,5c75419284e176001254c7a5,93,93
1,48f6f030-7973-4888-ac2a-0099e8636b88,5e9e884f0c8e5e25f51c6d0b,93,93
0,fee395bd-3545-4921-8e35-73cb800877e1,5e322c53287816210062d0ac,89,68
1,fee395bd-3545-4921-8e35-73cb800877e1,5ef060014ba8c51fbf60b54c,68,89
0,447ce27f-8e0a-4219-8aab-7f4f8411c037,5c75471e5eb59f000131c7a4,29,160
1,447ce27f-8e0a-4219-8aab-7f4f8411c037,5f741b74992460061db87287,160,29
0,9eb57b35-1f92-433d-9510-8816c2b58793,5f5452df72345118f58d187b,199,80
1,9eb57b35-1f92-433d-9510-8816c2b58793,5f674f8b8dbc2b0416c59902,80,199
0,dd9b5c4a-19cb-4af3-b0e8-f1ce12c5b8fe,5e97478f8b670f09dad1fd02,95,69
1,dd9b5c4a-19cb-4af3-b0e8-f1ce12c5b8fe,5f582002dff3f038d1eb83c4,69,95
0,c0e74ae1-aa1a-41b3-91a7-b44f289d1af5,5e4a1730c94447480594cea4,115,59
1,c0e74ae1-aa1a-41b3-91a7-b44f289d1af5,5f1221640ad01c141571dc50,59,115
0,21b8dec1-fa9c-4603-993b-86e2130529ec,5c4534332b1bda0001f5791f,90,88
1,21b8dec1-fa9c-4603-993b-86e2130529ec,5ea6467fe88f00661eb5638b,88,90
0,235004a8-6643-4be4-b09d-e19a6a2662f6,5dfeccdf4c81b2b61266d02e,358,38
1,235004a8-6643-4be4-b09d-e19a6a2662f6,5ef3aa388ec82e1307ba5b02,38,358
0,5857dca0-e0b7-425d-8c09-e301f5468e42,5b90b56f42e93f00017cc85a,101,173
1,5857dca0-e0b7-425d-8c09-e301f5468e42,5bd4cb4f25db7b000179488d,173,101
0,2e6ecec2-ee12-4fd2-af36-e5477d3a5081,5b8597308f1e2600019bbf90,245,169
1,2e6ecec2-ee12-4fd2-af36-e5477d3a5081,5e567cd58e4500024e8d096c,169,245
0,5a34ea59-8482-4592-ad01-6480a9981b4c,5de7b588ff15c2a06658dd1d,109,369
1,5a34ea59-8482-4592-ad01-6480a9981b4c,5f51268b7abc4a30c4d8240d,369,109
0,2fbdb5cb-d160-4a13-927e-82b93c4adea7,58f0fca0d40252000192f201,82,92
1,2fbdb5cb-d160-4a13-927e-82b93c4adea7,5a79f14a8fe2dc00010593eb,92,82
0,a026aa58-bff9-40c8-ae2d-4d007a9fa279,5d792a20c0a7b8001879154a,88,88
1,a026aa58-bff9-40c8-ae2d-4d007a9fa279,5ec6e4ebdab574105b1bf4d9,88,88
0,ab642b9e-2060-4c49-86c3-92cfc0c865f0,5d964976b8040b001761467c,185,562
1,ab642b9e-2060-4c49-86c3-92cfc0c865f0,5f51268b7abc4a30c4d8240d,562,185
0,5d895bf7-4efd-4a5d-ad62-57fa820ad746,57abc011f00139000156f638,76,362
1,5d895bf7-4efd-4a5d-ad62-57fa820ad746,5dfebf5911999fb6692071f2,362,76
0,ab64a202-a952-4ceb-94b0-42fcc78e752a,5a3dfbbcdaea400001ac1adc,147,82
1,ab64a202-a952-4ceb-94b0-42fcc78e752a,5ea89ce6f0ff073086c282f5,82,147
0,a227353e-886c-4ccf-8195-0dffe3d28406,5f469dcf5fcb5d0355771013,51,46
1,a227353e-886c-4ccf-8195-0dffe3d28406,5f55b2de5c3cb118507479f5,46,51
0,49694675-cacf-452d-a940-3c93987126ef,5d20081484b46c001977a5c7,161,38
1,49694675-cacf-452d-a940-3c93987126ef,5e554d861665625488a7733a,38,161
0,3ad6d382-667f-47d4-bbc6-12c60928c4b2,5deaac8dff7f711d9032fa94,66,107
1,3ad6d382-667f-47d4-bbc6-12c60928c4b2,5eeaa8ee94a7f8046a02a20d,107,66
0,f769b511-8208-45ad-a2a2-20fa5c55ab13,5d1aadf961a40900171f6931,102,219
1,f769b511-8208-45ad-a2a2-20fa5c55ab13,5ed1e0f7ba6548028fc64722,219,102
0,4680605f-b06d-4456-ad6e-6c4427175e4e,59278c090220760001fda664,189,85
1,4680605f-b06d-4456-ad6e-6c4427175e4e,5c41c28e896e090001c03bb0,85,189
0,66ad6c92-6876-40c6-b32c-fed5571dff00,5a8b8667ae9a0b0001aa194f,128,81
1,66ad6c92-6876-40c6-b32c-fed5571dff00,5eab26b28fdf2d0e3141f7ff,81,128
0,1fe173fa-edad-4bbc-bac9-4730d7b4d8c2,5e743a1d8c8f273b566b864f,73,72
1,1fe173fa-edad-4bbc-bac9-4730d7b4d8c2,5ea37341a5a4ea1381352857,72,73
0,274f653a-066f-42ee-8ea6-ac84d739cfe1,5d54d3560c5b0400174b3c81,92,141
1,274f653a-066f-42ee-8ea6-ac84d739cfe1,5dd340e3e25acf34bf91032e,141,92
0,e2ef082b-02bd-4dd0-bd3d-6287665bcfc3,5e3f6b251d15101c5251d8b7,100,160
1,e2ef082b-02bd-4dd0-bd3d-6287665bcfc3,5f16fa8069dc2901cd1e0b05,160,100
0,87e8b3ce-14da-43e6-bd8b-7c3c67030559,5c4af67cdccaa800016b3192,128,152
1,87e8b3ce-14da-43e6-bd8b-7c3c67030559,5e9f6e4e66dbcb0dc2c04dcd,152,128
0,748a93e0-323c-444d-985c-6540295e26de,59d5c894c732930001d88b5e,149,110
1,748a93e0-323c-444d-985c-6540295e26de,5dae16d241fbb6001160ce72,110,149
0,b0e3268b-24b6-44e0-8ae2-584250d63247,5de7e24d97378d000b4eefb5,106,96
1,b0e3268b-24b6-44e0-8ae2-584250d63247,5f5ea24540d99b76cb6af503,96,106
0,d7b17f1c-b02a-4971-ac95-8dcb2b675e02,5c0023fb2213be0001c2cdde,98,364
1,d7b17f1c-b02a-4971-ac95-8dcb2b675e02,5efbd589ceb6b9190882911d,364,98
0,33c5f6cf-7cd2-448d-8970-a59462023a45,5dd33bd8f01cbe3350807cf6,99,305
1,33c5f6cf-7cd2-448d-8970-a59462023a45,5e6d6545993427329a35b800,305,99
0,f464c9f4-d6a5-44f0-af8a-71f12dd652bf,5eaad5dcc2e64603e5122442,25,125
1,f464c9f4-d6a5-44f0-af8a-71f12dd652bf,5eb9798c0c0c95075ce61dfb,125,25
0,78d88191-8981-4da8-b232-3e2153d9b599,5f484d7b5a01ee31c81bf9df,68,130
1,78d88191-8981-4da8-b232-3e2153d9b599,5f5295b28bb79656686ac868,130,68
0,77866cf6-b24f-4b57-8a44-a7b581e0bc30,5d36600685d1d50001affacb,31,198
1,77866cf6-b24f-4b57-8a44-a7b581e0bc30,5dea5ba4446c901777bde897,198,31
0,c7724594-f71e-4881-b524-da59460aeb7c,5c12f106c4b80e000192c472,139,121
1,c7724594-f71e-4881-b524-da59460aeb7c,5de855017d44177cafe19840,121,139
0,97c7567b-9b6e-4152-ab2a-26a1e43315f6,5e1c0249b07c32408bdfa75b,176,100
1,97c7567b-9b6e-4152-ab2a-26a1e43315f6,5ea74ea1fb3f711081d6763c,100,176
0,3bdc16b8-2b33-41c1-9375-d960f4d01e0b,5db9a46ff8e3f9000f88cb85,185,133
1,3bdc16b8-2b33-41c1-9375-d960f4d01e0b,5f1797269c4348022140d2f9,133,185
0,7cde4a91-d191-4bbc-8c6f-28f441919c4f,5a198755f2e3460001edc5c9,135,153
1,7cde4a91-d191-4bbc-8c6f-28f441919c4f,5f8f590a06d17e1aafb3e50d,153,135
0,1049c59b-7332-457b-8e5f-0ef9d0792719,5dea961cf4c5e11bd9c4058c,133,96
1,1049c59b-7332-457b-8e5f-0ef9d0792719,5f04797c88d91307286d6379,96,133
0,ebf0db45-682e-4a93-a62f-840a49e6914e,5e50bf5e2cfcc30ff7f5d870,176,87
1,ebf0db45-682e-4a93-a62f-840a49e6914e,5e94b9964b34ff81dd869755,87,176
0,43540c29-7c51-4fc8-8bda-fe8614340c64,5cc0911796a3ca00011ddfcc,62,75
1,43540c29-7c51-4fc8-8bda-fe8614340c64,5dd671942b033b5ec8bc97b4,75,62
0,02e02af3-8df5-4e65-a1b1-bb1a5ca44879,59d5c894c732930001d88b5e,97,88
1,02e02af3-8df5-4e65-a1b1-bb1a5ca44879,5f612984e5033f09587f0faf,88,97
0,afe0de25-4357-42c9-aa85-9736da39c1e0,5eaa287bfb0fca19f4306de9,135,59
1,afe0de25-4357-42c9-aa85-9736da39c1e0,5f978c9948915015fb3bd00a,59,135
0,c0775391-b8c3-4884-aaec-ff8b1b5d1de4,5f78dc19c0ca6c1197e189ab,230,254
1,c0775391-b8c3-4884-aaec-ff8b1b5d1de4,5fa19ff29675d12de2935107,254,230
0,08fed9d5-6213-4742-94de-64a879fdf28c,5be76781f6d13b0001cf5257,136,141
1,08fed9d5-6213-4742-94de-64a879fdf28c,5f26523b9e04df29fc462ea6,141,136
0,39679832-1a7b-4596-a70b-89fa8c40a6f7,5c270d8f2c45d400014909e8,91,69
1,39679832-1a7b-4596-a70b-89fa8c40a6f7,5c7e91c1973c990016ea72b0,69,91
0,91ec4843-5cb0-4792-962a-21fb69435204,5e2de5a5ca99353d0b03b72d,179,83
1,91ec4843-5cb0-4792-962a-21fb69435204,5e9dfd0b5484b719c94cff0b,83,179
0,92ac6bad-d972-4f55-87f2-f2d45b4a995f,55a43cf3fdf99b02ff6cb0b4,128,122
1,92ac6bad-d972-4f55-87f2-f2d45b4a995f,5eaa020e5ac39b18082f97a6,122,128
0,13a7bb68-28c3-41e0-83b7-ec01d0eb86ce,5d7fd2a5987f70001602d95b,160,95
1,13a7bb68-28c3-41e0-83b7-ec01d0eb86ce,5e4ce1b969ff371388c86078,95,160
0,40597f35-77f2-4834-bc1c-7cba59be2597,5e3d91a08dfa83000c9f4d36,188,143
1,40597f35-77f2-4834-bc1c-7cba59be2597,5e9e23f67266611ed1219178,143,188
0,2de3ac51-19c8-422e-b960-5d09e2db0f73,5e9f6e4e66dbcb0dc2c04dcd,225,95
1,2de3ac51-19c8-422e-b960-5d09e2db0f73,5eeabb917a37001964adb396,95,225
0,a1a433b8-85da-405a-b082-5bf13c78b751,5a79f14a8fe2dc00010593eb,54,185
1,a1a433b8-85da-405a-b082-5bf13c78b751,5c707aa503f85b0001af8c7b,185,54
0,19fd3ef7-6ad8-4f2f-a3aa-fd8e2a0b39cc,5da8ded81844f20015bf9a62,162,98
1,19fd3ef7-6ad8-4f2f-a3aa-fd8e2a0b39cc,5ea5ba46461d105ac7fdb4fb,98,162
0,5ab93a9d-dc8d-4577-88f0-2591fcffd9fd,5eda93dcca52056b992dc4e7,130,91
1,5ab93a9d-dc8d-4577-88f0-2591fcffd9fd,5ef6bb87b83f3b000a3f04ae,91,130
0,457f0b31-a9c2-4d6e-9564-7aa2f17a66ed,5ed7c2a9460b76287b2cda9f,241,83
1,457f0b31-a9c2-4d6e-9564-7aa2f17a66ed,5f00bbd203e3291e95806b56,83,241
0,bc9b8e44-6ea0-4b80-a7b7-ae728e6f230f,5dd340e3e25acf34bf91032e,124,102
1,bc9b8e44-6ea0-4b80-a7b7-ae728e6f230f,5dd3488e181abc35d131ef34,102,124
0,8016c17f-ffbf-48f5-9745-df1bf39c3aa3,5cc020d5159f790017bee28b,215,55
1,8016c17f-ffbf-48f5-9745-df1bf39c3aa3,5ed2fa0793788128b41df2cd,55,215
0,94a3c6b5-46d5-4d3c-9616-1cc0e5a21e9e,5d618d5b13b88900195548f2,86,136
1,94a3c6b5-46d5-4d3c-9616-1cc0e5a21e9e,5f4e391f5dbb441153a43289,136,86
0,945a11ec-7514-4556-9c81-5f32dffae21c,5e7e70c583c34c53f6c643db,204,95
1,945a11ec-7514-4556-9c81-5f32dffae21c,5efe907ba8384039f55a9625,95,204
0,352c15a2-c219-41a2-b291-f41f9b9ebbf5,5c27e76978fad500019328cc,126,153
1,352c15a2-c219-41a2-b291-f41f9b9ebbf5,5f1798fcec2e75013c28cfc7,153,126
0,a57b07c4-313d-4e67-a281-e7b1f751c191,5d633f7d4b3d9000011fc60a,109,278
1,a57b07c4-313d-4e67-a281-e7b1f751c191,5ed74a20ac241e1c4dfeb045,278,109
0,100af445-702a-4fbd-8474-ec3d17e9490e,5e2721b01160079464059b5c,198,29
1,100af445-702a-4fbd-8474-ec3d17e9490e,5ec2feeb47c4471339d3b2ce,29,198
0,8610697a-bd21-480e-9973-7da048d82c3b,5ec453f93ba6b432bdf01d58,163,76
1,8610697a-bd21-480e-9973-7da048d82c3b,5f9bce73f770af3f314336f1,76,163
0,f7ddd168-2607-4d2b-b01d-905e4e814ba6,5d788a48a745e900191b0447,93,377
1,f7ddd168-2607-4d2b-b01d-905e4e814ba6,5eb4a3fb75168630c3e6fdb1,377,93
0,8d608a59-05cb-4954-9ea9-e45ba15e8f83,5a127fc7c259f30001766641,48,222
1,8d608a59-05cb-4954-9ea9-e45ba15e8f83,5e9732d6bafec41daaf8fc30,222,48
0,25273115-7813-4bfa-bd50-1e4ce0cadfe3,5f14e0f456500058ee865863,185,80
1,25273115-7813-4bfa-bd50-1e4ce0cadfe3,5f4bc3259e842579bf1a8b0a,80,185
0,fd31814a-0410-4a33-83ff-cb042367e832,5d3213238088eb0018fee4c9,108,134
1,fd31814a-0410-4a33-83ff-cb042367e832,5ef0b9fefb4e033ed8364c10,134,108
0,af0de835-73b3-4791-b7ec-3698a5cccd84,5dbf9446a3f5cb419e9d28c8,140,155
1,af0de835-73b3-4791-b7ec-3698a5cccd84,5e711d9e908b46031e32138c,155,140
0,2c8254a6-469a-4d7f-881f-b98fbc98c634,5f0f74f79ae45313d4652776,202,325
1,2c8254a6-469a-4d7f-881f-b98fbc98c634,5f160a9a0d20cc1450342fe1,325,202
0,a56b2f30-45f4-4ab7-8e3d-21499dcc1c00,5f29dfe7512c2817f7957e1a,249,112
1,a56b2f30-45f4-4ab7-8e3d-21499dcc1c00,5f39c08c4b0c7456a60d4932,112,249
0,ba07f594-bea4-4126-a6c0-9ccbbad10fa0,5cf274cb201b8000190c85cd,90,258
1,ba07f594-bea4-4126-a6c0-9ccbbad10fa0,5d1ccc7c7e747d0016183e65,258,90
0,b47b662d-5741-4913-bba3-eabbe88cbff5,5db3a4ad4e72fe000cfb3dc9,145,111
1,b47b662d-5741-4913-bba3-eabbe88cbff5,5e1882adfd7db4158998b5f0,111,145
0,3f6ccd7e-66b6-4d5e-bacd-a812868363d6,5bd4143d669ee1000144ac35,284,153
1,3f6ccd7e-66b6-4d5e-bacd-a812868363d6,5f4bc3259e842579bf1a8b0a,153,284
0,ef28af68-e08c-45ff-9f3b-2718007de34a,5eaa287bfb0fca19f4306de9,160,65
1,ef28af68-e08c-45ff-9f3b-2718007de34a,5f75f66541d27f011212af83,65,160
0,92c5bc68-fbb8-4743-b0ec-464132eddb33,5efd41a487c4ec1945330e9a,161,136
1,92c5bc68-fbb8-4743-b0ec-464132eddb33,5effc7a64495250cbb0d8de8,136,161
0,cc395184-f776-4bff-9299-e289bfc513f5,5eb06b5c438b1810fe2e58a2,126,103
1,cc395184-f776-4bff-9299-e289bfc513f5,5eeaae03e1959f18cd331cd0,103,126
0,41a622a8-3c9f-4546-8333-d9d6e57cbd45,5e2926d80beb030ede110e67,73,226
1,41a622a8-3c9f-4546-8333-d9d6e57cbd45,5f035993cc8d3253768d9804,226,73
0,b203b772-6ac9-459d-875e-558a84b4b4f0,5be76781f6d13b0001cf5257,141,117
1,b203b772-6ac9-459d-875e-558a84b4b4f0,5fa178d8e80131145a90af3b,117,141
0,750ea6bf-51b3-40b3-8c01-56517226db01,5c817d90fae0130015ce9bda,116,233
1,750ea6bf-51b3-40b3-8c01-56517226db01,5f07ec0ec025b5421c3e3379,233,116
0,607a1155-0781-43a4-88ea-66a4cdb75585,5e8e4fc4bb7e470d85c008e5,17,258
1,607a1155-0781-43a4-88ea-66a4cdb75585,5eeb9d5c417b5b34b8ceed17,258,17
0,18984e66-990e-4e54-b3f8-921fdbc351ff,59877315f8b162000167a2c6,115,104
1,18984e66-990e-4e54-b3f8-921fdbc351ff,5e7bc9097c3dc10d282d65e2,104,115
0,c52cd295-df74-4e99-b31f-34ae824a1418,5ea74bccac99141164dfceeb,85,69
1,c52cd295-df74-4e99-b31f-34ae824a1418,5f053720c017078437e04818,69,85
0,e3d51608-a157-4a40-bdc2-ebe228d34597,5aea9a59852ddf0001ced15e,161,120
1,e3d51608-a157-4a40-bdc2-ebe228d34597,5eac240458076b2299539277,120,161
0,19378a93-9f81-49c0-8433-674ea8bfdda6,5e2a2246ff519c000a305892,72,81
1,19378a93-9f81-49c0-8433-674ea8bfdda6,5ea8bd7dde405c135b36267b,81,72
0,06d767f9-e1f9-4677-8fe6-40ca4b91e1ee,5ee672f87fecd30400e752f1,48,132
1,06d767f9-e1f9-4677-8fe6-40ca4b91e1ee,5ee6e0d2ccd83446a3611dd3,132,48
0,56529e73-480c-43fa-b313-a0bd3d8f033e,5ad4a9f30f5d3900016a4d8b,54,113
1,56529e73-480c-43fa-b313-a0bd3d8f033e,5b48e77c369f84000112a85c,113,54
0,95782a22-1450-4685-a78c-b866fe736ff6,5ee2b44f470fa7446a470c8d,49,56
1,95782a22-1450-4685-a78c-b866fe736ff6,5ef517ab79cf2c15b7452eda,56,49
0,73162393-05b0-4ed5-a8dd-ca0cf2faf9a8,5dd3d7787b6a663b7f0e3846,59,282
1,73162393-05b0-4ed5-a8dd-ca0cf2faf9a8,5ed5e0276122c5175e4509d0,282,59
0,47e11fd0-9ceb-4ffa-ad74-0203e28427b3,5ef0d0a8074e4c413a113a68,95,76
1,47e11fd0-9ceb-4ffa-ad74-0203e28427b3,5f1d266c6f7d7f62a219fade,76,95
0,ffd372b5-0a7e-420f-bcd5-459119723e89,558acd52fdf99b65685f03d9,218,31
1,ffd372b5-0a7e-420f-bcd5-459119723e89,5f6388bf9ae5ad07ba1a0173,31,218
0,e12fed95-8f11-4255-b8c7-f5c0346b8e59,5d961edc1b7e120012c4ca34,98,155
1,e12fed95-8f11-4255-b8c7-f5c0346b8e59,5f113ec4c304894ad573296c,155,98
0,89e4bd51-11dd-4b48-a049-aefc8b0bc604,5d3758292faa0d0016797c0f,203,98
1,89e4bd51-11dd-4b48-a049-aefc8b0bc604,5f26523b9e04df29fc462ea6,98,203
0,20f92d63-d3aa-44bc-a593-2d50a720d30d,5d42486206811e001ada5b4b,184,96
1,20f92d63-d3aa-44bc-a593-2d50a720d30d,5dea961cf4c5e11bd9c4058c,96,184
0,2fae6aa6-182c-4caf-84d3-09bd505cb5e1,5e2bf2153a9311222d4892c6,262,72
1,2fae6aa6-182c-4caf-84d3-09bd505cb5e1,5f517ddee960a93daa69b8bb,72,262
0,52661f6d-1cce-49eb-bdeb-5ed40f19a273,5d378c6281077c001962a614,128,123
1,52661f6d-1cce-49eb-bdeb-5ed40f19a273,5d9bf6ef9bb6870364067287,123,128
0,bfa73b4c-5b45-4c17-9fe4-8b4f397654e6,5bd63dfb860b840001dc249e,38,97
1,bfa73b4c-5b45-4c17-9fe4-8b4f397654e6,5ea8be59a6081b141edb65b7,97,38
0,17dbcae3-0087-49c6-af7c-c92099e3377a,5ccd0f98bc4e160001c0d622,63,135
1,17dbcae3-0087-49c6-af7c-c92099e3377a,5e95eb91a72181035dd053f3,135,63
0,eea72e55-2619-4699-8d66-529db67b1412,5aeffc6e0ccc2e000185aa28,115,242
1,eea72e55-2619-4699-8d66-529db67b1412,5c270d8f2c45d400014909e8,242,115
0,c2bbe917-15c3-4d3b-98a4-866fcf48c303,5e6a418620befe00096983d2,53,83
1,c2bbe917-15c3-4d3b-98a4-866fcf48c303,5e6fe3e20e34ca0aa955b116,83,53
0,a578f247-68aa-4e9a-a1e9-6c66bbaba13b,5e79340b6d9a624e3f39586d,99,87
