,conversation,speaker,backchannel_given,backchannel_recieved
0,c14be8be-789b-48d4-840a-34e63a1fdfc1,5ede1b9de880a5035a41da35,43,88
1,c14be8be-789b-48d4-840a-34e63a1fdfc1,5f3ac1732efa0a74f975b1a8,88,43
0,b6e249a2-9410-4a2a-8977-5ba0a3119b94,5c95970cd676900016e1a940,131,380
1,b6e249a2-9410-4a2a-8977-5ba0a3119b94,5e5ca080bb37ff47b09dd4cc,380,131
0,98cd0271-761f-46dd-9fca-9d2de62d2c49,5dab7683c514d8001730ae4e,79,252
1,98cd0271-761f-46dd-9fca-9d2de62d2c49,5e2de5a5ca99353d0b03b72d,252,79
0,8b1e20c8-f7f6-4198-b938-a8fbeea3e912,5df58b28ecb3ea3ed1ceea37,160,124
1,8b1e20c8-f7f6-4198-b938-a8fbeea3e912,5ee3c4bda54f6807aced1eb9,124,160
0,b3f30e0c-7251-449a-8af3-61c81e2c2d3f,5c871711c558df00015663c9,147,107
1,b3f30e0c-7251-449a-8af3-61c81e2c2d3f,5dabdb6cee054900172563a9,107,147
0,a30fcd70-b96b-444a-baa1-2a340bb74cb0,5aaf4b0ce1546900019b01de,187,134
1,a30fcd70-b96b-444a-baa1-2a340bb74cb0,5e9ce0a46976671ceda6082a,134,187
0,ef7ccfba-6aef-410d-87ce-2b2d85b417c4,5ed70903f3b2f8195f919e6f,112,152
1,ef7ccfba-6aef-410d-87ce-2b2d85b417c4,5f14d5cdb5d4c20e78dc1672,152,112
0,6805b7d1-d362-4731-b766-b39aba421c6c,5ec81134ac7d6b2b9ac51453,230,77
1,6805b7d1-d362-4731-b766-b39aba421c6c,5f6b69d064b69d05a7c7c621,77,230
0,5a6f9b34-17b2-4a65-95e1-7af5b451b395,55ed87f0748092000baa9a0b,104,232
1,5a6f9b34-17b2-4a65-95e1-7af5b451b395,5d0fb996286e1700010de2c1,232,104
0,d9266679-7d71-43d0-ab1a-3293b589569e,5eb4a3fb75168630c3e6fdb1,88,107
1,d9266679-7d71-43d0-ab1a-3293b589569e,5f3864a4596925371d23631e,107,88
0,cf9e134e-5240-4c95-b7da-7f9e0ad94a82,5ee1278f5e33964dcb11d20f,206,89
1,cf9e134e-5240-4c95-b7da-7f9e0ad94a82,5ee9c0d2de277c3621bfb1c5,89,206
0,d04dc5b1-4a91-440b-906c-06568280d498,5e372f7ee63d3c000b152fc2,324,174
1,d04dc5b1-4a91-440b-906c-06568280d498,5e810f7ab7838b803809d3c5,174,324
0,e22693b2-bae1-4ecd-a723-0250955cc945,5d545ca7f3419700170ad579,116,187
1,e22693b2-bae1-4ecd-a723-0250955cc945,5e88cb47f23c8655935e7941,187,116
0,57508710-6147-4bae-b578-03ad505df3df,5e67b5c4a027430517877069,310,84
1,57508710-6147-4bae-b578-03ad505df3df,5e7f9714e74e0c66d2a04098,84,310
0,e0f6919b-8da9-48e2-85a9-3470a8da03a9,5d79375d794d900017671c07,81,115
1,e0f6919b-8da9-48e2-85a9-3470a8da03a9,5f4f880fe0a90c049c47adca,115,81
0,f3953c56-224b-47cc-b5fe-e39db6b7b482,5f4e8f0ac0126208c0db2f91,137,111
1,f3953c56-224b-47cc-b5fe-e39db6b7b482,5f53d12e8401650d33179059,111,137
0,ce7d0f15-a34c-4df8-9f19-9e6201a30d7b,5ed74a20ac241e1c4dfeb045,109,287
1,ce7d0f15-a34c-4df8-9f19-9e6201a30d7b,5f84093b9b3e190008131671,287,109
0,b48ccc1d-4816-499d-b0c0-d28827671147,5f17821d53d8590009cfc951,212,160
1,b48ccc1d-4816-499d-b0c0-d28827671147,5f1b1f6a908b2609a62ab7ad,160,212
0,c78603b4-fda0-4bab-896f-8ea9c14c8d4a,5ef3e76be991b816cd499e69,152,57
1,c78603b4-fda0-4bab-896f-8ea9c14c8d4a,5f4bc3259e842579bf1a8b0a,57,152
0,63aa8d5f-b097-4cba-9a89-bfec05aa45f7,5eaad5dcc2e64603e5122442,102,123
1,63aa8d5f-b097-4cba-9a89-bfec05aa45f7,5ed5ac56ee608714bb21075d,123,102
0,bc427c9e-28a4-47fd-bfca-a5f09dd13840,5dab7683c514d8001730ae4e,189,124
1,bc427c9e-28a4-47fd-bfca-a5f09dd13840,5f4e7f5ac0126206d331b7b2,124,189
0,d833250c-4b61-40fd-8e8e-039ec127a017,5d2e4fd16adc630018df841c,310,262
1,d833250c-4b61-40fd-8e8e-039ec127a017,5f6cefecb8137d13565d8c33,262,310
0,a8509e7c-59b8-4a05-a5b0-b23c3bc40f2d,5e921aa6a9e4ef549f6aa4f1,128,89
1,a8509e7c-59b8-4a05-a5b0-b23c3bc40f2d,5f2226b52841bb6c1e759c13,89,128
0,df55d2f6-91f0-480e-89a3-36b2a64b626e,5c12f106c4b80e000192c472,75,345
1,df55d2f6-91f0-480e-89a3-36b2a64b626e,5ece6a57886a6c22341b1ead,345,75
0,2f39332c-6b63-49a7-9dc3-491c3cdc5aa2,5c8be0dd542fbd0016924f5f,171,107
1,2f39332c-6b63-49a7-9dc3-491c3cdc5aa2,5d8d29488bb7fa001a59cfec,107,171
0,63f91a31-493b-43e9-9d93-63da67699607,5cd8d86210887400182db201,139,81
1,63f91a31-493b-43e9-9d93-63da67699607,5d618d5b13b88900195548f2,81,139
0,c23b499d-8fde-417a-95fb-958413323675,5d497f8d3c428d0017121681,53,171
1,c23b499d-8fde-417a-95fb-958413323675,5f5ce7f940a2614f6cb6e747,171,53
0,8f32555d-8b0f-4384-aa03-5b351df05b2f,5ec735fc4131bd17f438838c,95,63
1,8f32555d-8b0f-4384-aa03-5b351df05b2f,5ecb2895bc80406a12e913a7,63,95
0,7c289d19-4fe7-4657-8ada-7b452642602c,5d9283b2fef9a5001ab28d18,70,12
1,7c289d19-4fe7-4657-8ada-7b452642602c,5e83a35304f8a80a13ac590e,12,70
0,f0948185-674d-4bab-afab-9775ca17f21d,5ea9c07d1e683e1118000f78,95,253
1,f0948185-674d-4bab-afab-9775ca17f21d,5eaf06728a4c375eb1a7f6b0,253,95
0,ad57691a-0b33-4fcd-80cd-f614bd3b6ef4,5c7c1b0dda78bc0001257fa2,107,136
1,ad57691a-0b33-4fcd-80cd-f614bd3b6ef4,5d5162f1b50a1000169da137,136,107
0,32adb5d5-910d-4547-972a-f5d0b795c689,5f6388bf9ae5ad07ba1a0173,127,127
1,32adb5d5-910d-4547-972a-f5d0b795c689,5f92e13ff89ab603071b6125,127,127
0,1d8d3279-e796-4d53-ba7f-3e633e7f8452,5c738ffc61dd7e0001a16a72,139,80
1,1d8d3279-e796-4d53-ba7f-3e633e7f8452,5ebd52d8cb09d4000c9f64af,80,139
0,30a5a4ba-5ca5-465f-8a8f-cda3d7737662,5e1545d9b1fb05b6369d13e8,24,267
1,30a5a4ba-5ca5-465f-8a8f-cda3d7737662,5f8b1c0849eea7208ee49a38,267,24
0,236e11f2-3508-4863-85ca-34048de3ce3c,5ec735fc4131bd17f438838c,63,159
1,236e11f2-3508-4863-85ca-34048de3ce3c,5f14c40b8a043d54837e0601,159,63
0,a4efa776-d3f1-4a0a-9135-3b6600164311,5cb60f1eefd4130001bbfdb7,133,253
1,a4efa776-d3f1-4a0a-9135-3b6600164311,5f4d2156f727e10c3c2c4a35,253,133
0,437d7142-ef5c-4c73-a958-21e32cd3a75a,591bc89fb817f400015b7017,187,66
1,437d7142-ef5c-4c73-a958-21e32cd3a75a,5eaecf0c3616515ad1eb1a5d,66,187
0,f3d1c0cc-b7be-4165-ac07-c71f6b2fc93a,5dd4070a57a7e13efe25534a,120,124
1,f3d1c0cc-b7be-4165-ac07-c71f6b2fc93a,5f6dc2d7fa66e824dbf70d24,124,120
0,cb18ac98-a58c-4599-8bc8-461dab667322,57272517e386b9000e3e2b72,97,324
1,cb18ac98-a58c-4599-8bc8-461dab667322,5cb60f1eefd4130001bbfdb7,324,97
0,a52ee968-49e1-47c8-b02a-dc5fa78ffe16,5eb4a3fb75168630c3e6fdb1,234,138
1,a52ee968-49e1-47c8-b02a-dc5fa78ffe16,5ed94132a8b177107d611847,138,234
0,c0c54a77-1d33-41a4-8e13-92a4840e82b8,5c12f106c4b80e000192c472,181,398
1,c0c54a77-1d33-41a4-8e13-92a4840e82b8,5ee70f2038ee524987f6e9cd,398,181
0,bc7e2c9b-4435-412b-a9e8-78fe86437610,59e18a4fe75b450001a69007,160,135
1,bc7e2c9b-4435-412b-a9e8-78fe86437610,5cbf7734aae1180017942e45,135,160
0,12b1692d-699f-430c-81bf-8f2add0796f5,5d42eb0db3dfc40018ab2c36,126,225
1,12b1692d-699f-430c-81bf-8f2add0796f5,5ef134a5b2112b1207d5c65c,225,126
0,ae393cc1-fa62-4505-8c2f-3d4b404eebd3,5bc4ff222c08740001316ed2,69,122
1,ae393cc1-fa62-4505-8c2f-3d4b404eebd3,5fa1da0b8810903802fc6390,122,69
0,22579311-0848-472a-a1b7-9b663fbb4aab,5c6babadec1fb80001c18bed,49,295
1,22579311-0848-472a-a1b7-9b663fbb4aab,5e2be6efe179572183644844,295,49
0,ffe5cccf-82b3-4938-a2e9-38335d188e44,5dd406d9c23e0d3e6dacc034,186,259
1,ffe5cccf-82b3-4938-a2e9-38335d188e44,5e820a4e26ed71918013d860,259,186
0,bbb922cf-5337-46d5-87f6-e93933d54dc7,5df3b781ff28a82967d0e41e,163,110
1,bbb922cf-5337-46d5-87f6-e93933d54dc7,5ee8f92c564e6212704b2315,110,163
0,7c3bce28-c6af-4015-b678-994ac5c0fa67,558b7b06fdf99b21155f2c1b,100,174
1,7c3bce28-c6af-4015-b678-994ac5c0fa67,5c228e5c867f660001ad66be,174,100
0,eb3a44ec-b553-4054-bfcd-e4c3b04fcf3e,5cfc3d486e9951001a0cb8cd,60,117
1,eb3a44ec-b553-4054-bfcd-e4c3b04fcf3e,5f14d5cdb5d4c20e78dc1672,117,60
0,b826acaf-a024-4cbf-a22e-72c657b8ffe8,5b23d0784fb0d40001e95407,128,148
1,b826acaf-a024-4cbf-a22e-72c657b8ffe8,5f0cce2c0a181350357ef913,148,128
0,0f918385-c53f-4454-9f94-5e08a4419d6d,5e77f95053032d0b15687284,69,157
1,0f918385-c53f-4454-9f94-5e08a4419d6d,5f0ca4c7b278534b639a6891,157,69
0,3b130d42-5bfd-41c0-a5a0-30779f70b65a,5f165eddcff9011bb582c376,56,211
1,3b130d42-5bfd-41c0-a5a0-30779f70b65a,5f47e116dbc4a2230a521331,211,56
0,b6ce776f-8831-4229-9a8f-074a63b73ab3,5be879272b86b00001b9d0e2,53,175
1,b6ce776f-8831-4229-9a8f-074a63b73ab3,5e3a238e9d5f1e24d3805045,175,53
0,422209b1-bd5c-4bd4-9f68-760bb1b54b9e,5dd0103cb2204f108c201552,181,95
1,422209b1-bd5c-4bd4-9f68-760bb1b54b9e,5dd352c51c219b35931aefd1,95,181
0,132bd17d-7109-4d08-87d3-00ae478d66b1,5ed17f22e1dc340c98fd6bc7,105,199
1,132bd17d-7109-4d08-87d3-00ae478d66b1,5ef134a5b2112b1207d5c65c,199,105
0,243349a8-ddca-43f5-bfa7-3ece849fc8e5,5f4c17256e656770da1ff9ee,132,116
1,243349a8-ddca-43f5-bfa7-3ece849fc8e5,5f65597823696e0e9bd8f63a,116,132
0,725b5586-09b0-4701-a975-03bbd6b88edf,5dcf9e053269920b9fabfe19,123,90
1,725b5586-09b0-4701-a975-03bbd6b88edf,5df4565dfeea89323021ef27,90,123
0,6a787b82-62d0-47fa-8def-b386a91b410c,5bc9f8b677740000016a08b5,44,138
1,6a787b82-62d0-47fa-8def-b386a91b410c,5f47f0dd26b052111e2d323b,138,44
0,d50eceff-02d7-4c79-88bd-133b9972b0f6,5e80d8569d1bdf03449b0c2e,134,151
1,d50eceff-02d7-4c79-88bd-133b9972b0f6,5ea492e3b1b3620a6fee3b90,151,134
0,1c0af8fb-1c26-443b-b732-0f6649116972,5f484cef1d9c4630fdf85265,362,139
1,1c0af8fb-1c26-443b-b732-0f6649116972,5f4a4da1575d605c43bef871,139,362
0,2fb5e5af-52fe-4469-b77a-0b4467ca0bf1,5d54d3560c5b0400174b3c81,76,154
1,2fb5e5af-52fe-4469-b77a-0b4467ca0bf1,5e2be6efe179572183644844,154,76
0,3ecb7213-5034-4d15-83b6-6347ba6c7aa1,5acba4a15cd10500016280ca,165,140
1,3ecb7213-5034-4d15-83b6-6347ba6c7aa1,5e67b5c4a027430517877069,140,165
0,5ed1304b-c8f6-495c-b391-a544ff70746e,5e4b0189cdf5a6011838a6a2,104,158
1,5ed1304b-c8f6-495c-b391-a544ff70746e,5f0b33e16edeb5429793f878,158,104
0,265c90a1-79ba-4956-888d-7f27ecb76424,5ed5e0276122c5175e4509d0,245,118
1,265c90a1-79ba-4956-888d-7f27ecb76424,5ef4f98e50dc6b12b6476d5d,118,245
0,de49a5cd-4391-4bbb-a17b-b7ae4f3f1c54,5eb4c6510ef386339dde2a35,85,264
1,de49a5cd-4391-4bbb-a17b-b7ae4f3f1c54,5f08891e392f740a659bbc7d,264,85
0,e5e34d88-8e4c-49ce-b463-ef1932d89597,5c5ce95a92e37d00012f2d94,220,94
1,e5e34d88-8e4c-49ce-b463-ef1932d89597,5f5ce7f940a2614f6cb6e747,94,220
0,ff6acf35-cfce-4d87-b04e-2bf91f1926ba,5e2be6efe179572183644844,104,56
1,ff6acf35-cfce-4d87-b04e-2bf91f1926ba,5f23ff398626c51fdd6c3fb5,56,104
0,9ee40596-5568-4bcf-b30f-eb5ef832e438,5e702661ff04d660078e2be3,141,255
1,9ee40596-5568-4bcf-b30f-eb5ef832e438,5e8ea833d4e24915d6880320,255,141
0,46e04d30-d787-40ea-a84e-95222ee4a17b,5c284e0970d93a0001211e16,157,130
1,46e04d30-d787-40ea-a84e-95222ee4a17b,5f60d31390a8c1044e775b18,130,157
0,bb271ad2-d89d-4c4c-a8c5-d30ff0e1295a,5eaecf0c3616515ad1eb1a5d,50,97
1,bb271ad2-d89d-4c4c-a8c5-d30ff0e1295a,5f1b2282a3103e2caff2fd7b,97,50
0,d86d16d8-026a-400f-9fc5-b98c56f848a6,5b8597308f1e2600019bbf90,78,93
1,d86d16d8-026a-400f-9fc5-b98c56f848a6,5f49553539747213d0e5f1ae,93,78
0,fa631adb-d451-46f2-b590-f52f1e1525f9,558fbd42fdf99b7ce29246bf,82,225
1,fa631adb-d451-46f2-b590-f52f1e1525f9,5fa00df9f09b1d00088801ee,225,82
0,0159f2d4-f6db-46f8-b7c6-96a3df97b246,5eb2f1a1ce5ba10ab2c0a042,131,136
1,0159f2d4-f6db-46f8-b7c6-96a3df97b246,5ec6e4ebdab574105b1bf4d9,136,131
0,6ebf192d-8918-4835-9b60-d76f27970723,5edc54406e439f905691b623,73,210
1,6ebf192d-8918-4835-9b60-d76f27970723,5f502bf5e0375819a32f2e16,210,73
0,c920bce5-5c27-425d-a92e-5d294333f231,5c5dba4ed86a7f000191e5d5,238,104
1,c920bce5-5c27-425d-a92e-5d294333f231,5d37d2861566530016a061de,104,238
0,c72a1b6d-06e3-4c12-b84b-20abdad9574b,5eab89102e910016bb0b5414,251,147
1,c72a1b6d-06e3-4c12-b84b-20abdad9574b,5eb1e9b96c1f4713ed5d0a1e,147,251
0,5608d91f-46c6-441e-94b3-8ca42d28b915,5daac00a033d570013579de0,75,142
1,5608d91f-46c6-441e-94b3-8ca42d28b915,5f60d31390a8c1044e775b18,142,75
0,465c43c3-cf89-4797-80d9-4595e5d251d0,5e06748cdeea2b0515e037b9,74,177
1,465c43c3-cf89-4797-80d9-4595e5d251d0,5f4d53f96aa639a0d605052e,177,74
0,0bfaca02-9d10-4880-8065-749c1f8891cf,5c6f2e7632cb70000169b490,154,85
1,0bfaca02-9d10-4880-8065-749c1f8891cf,5f1b1822f97ccd2b3e486960,85,154
0,474ab563-0623-448f-b2f6-13505ae80fa4,5afa5252672ea800010d97e6,76,101
1,474ab563-0623-448f-b2f6-13505ae80fa4,5d8de6eaafa2c40019f2375e,101,76
0,50214fe9-c7ec-4756-8ee8-0ad6cbcd4ce1,55b90235fdf99b26070d7663,69,119
1,50214fe9-c7ec-4756-8ee8-0ad6cbcd4ce1,5eb9cbed3af3720f69cb5913,119,69
0,3186a2ea-47f5-45cf-8c9c-ba4182d2c0a7,5dee44454d7bea4e3f4b44a6,209,67
1,3186a2ea-47f5-45cf-8c9c-ba4182d2c0a7,5ec2feeb47c4471339d3b2ce,67,209
0,ca6ec03c-bce5-409a-b1f8-b315e144f413,5e1bb75a8e55e13e8e848319,11,83
1,ca6ec03c-bce5-409a-b1f8-b315e144f413,5ecb2895bc80406a12e913a7,83,11
0,8afc47b0-f2d9-4f4f-8b51-5c2342ac9c0a,558a327cfdf99b2d75651681,95,95
1,8afc47b0-f2d9-4f4f-8b51-5c2342ac9c0a,5ae9d42e9d82560001bdd824,95,95
0,5e184765-66fa-4a74-9c68-410aafe76be4,5c47febdc41b2a000183b95a,105,112
1,5e184765-66fa-4a74-9c68-410aafe76be4,5dd324424524e7334967690d,112,105
0,6d936bf9-9bdb-4755-83dd-01b115fe2786,5c4af67cdccaa800016b3192,146,59
1,6d936bf9-9bdb-4755-83dd-01b115fe2786,5dcb1db49173807fc66660cb,59,146
0,722c57d7-fe54-41b3-b3d1-04830c2b3148,5ddef2e6929d5de6f1050f1c,148,106
1,722c57d7-fe54-41b3-b3d1-04830c2b3148,5f7197fef298597c841d9ea7,106,148
0,671a3808-df44-4bdb-9000-1078a0280eeb,5e1f7b9242998a2ab95cff70,128,65
1,671a3808-df44-4bdb-9000-1078a0280eeb,5e9d17806b65d7251242bb7a,65,128
0,e798ac91-746d-441f-9098-d28aee6066f1,5dae16d241fbb6001160ce72,117,164
1,e798ac91-746d-441f-9098-d28aee6066f1,5ea492e3b1b3620a6fee3b90,164,117
0,d99220fb-d8dd-4b15-b5e0-657792a8e5d7,5c3a1ef5e57f0500018506c0,38,79
1,d99220fb-d8dd-4b15-b5e0-657792a8e5d7,5d3515c39ce6590017010766,79,38
0,82af78ef-4d4f-4bd3-8d20-7daa70adff61,5eab120dde58220b71cf6599,101,50
1,82af78ef-4d4f-4bd3-8d20-7daa70adff61,5eac240458076b2299539277,50,101
0,d0236056-985d-41a1-ab24-1d294fc713bc,59ad6f1e09709e00013c2ba5,117,111
1,d0236056-985d-41a1-ab24-1d294fc713bc,5f1d266c6f7d7f62a219fade,111,117
0,cf0ecdfd-49e3-4dfc-bc7b-c055173945c3,5bfd81fb2feab400014d9060,182,174
1,cf0ecdfd-49e3-4dfc-bc7b-c055173945c3,5e9d549e36f025000a0ddc25,174,182
0,08faa0ab-2bfc-45f2-8286-715209b26de2,5dddbebeb966ded354c7ab3b,91,183
1,08faa0ab-2bfc-45f2-8286-715209b26de2,5f1e9b5ffe1f70029559f24c,183,91
0,3d05e6d6-51f2-4365-b6eb-c6a8621c3a27,5c8f924dbd496e0012a84583,142,152
1,3d05e6d6-51f2-4365-b6eb-c6a8621c3a27,5f95c1590b160b4597c93a76,152,142
0,e0fef00d-2ae2-4c21-8205-8753fc580ec1,5d10eaf23afd390019075267,107,238
1,e0fef00d-2ae2-4c21-8205-8753fc580ec1,5f5d699b1b86c05bcf242f45,238,107
0,33d4bd03-1a0b-4252-9ebb-9ab864a57a7e,5e67f0321e4f0a0a657c1d08,133,135
1,33d4bd03-1a0b-4252-9ebb-9ab864a57a7e,5ef1086d5234d40c8a15754a,135,133
0,da272ccd-9b89-4ae4-81d4-38ed452f36d1,5d8aafe09d72b20019dc66d3,194,67
1,da272ccd-9b89-4ae4-81d4-38ed452f36d1,5f2f6bd965964e35e20c7445,67,194
0,a63a1c8c-6511-4817-8217-449bdbbbd0ca,5d37d2861566530016a061de,97,175
1,a63a1c8c-6511-4817-8217-449bdbbbd0ca,5f4c043843154b0efb8a1a25,175,97
0,16f12fd9-54ee-44f0-963c-073c4b717635,5d42486206811e001ada5b4b,396,50
1,16f12fd9-54ee-44f0-963c-073c4b717635,5f23ff398626c51fdd6c3fb5,50,396
0,5ccd7ef4-372d-452f-b982-4fb790beabbc,5c154c316157a50001643610,51,195
1,5ccd7ef4-372d-452f-b982-4fb790beabbc,5ea13ab244408e146458610a,195,51
0,d838bf8f-c9c3-4524-b126-68d4da70eb1b,5efc9e6602650605d21ca962,177,250
1,d838bf8f-c9c3-4524-b126-68d4da70eb1b,5f0e08d6cee7a90b940fb9ab,250,177
0,00b410f7-8b5f-4404-8433-0fb8c4be8f62,5dbf9446a3f5cb419e9d28c8,119,141
1,00b410f7-8b5f-4404-8433-0fb8c4be8f62,5e7fbf90e06daa01664bc717,141,119
0,d6470dcf-1876-4c83-ad99-a9594128366d,5f15da27044c9b700c9b7432,93,152
1,d6470dcf-1876-4c83-ad99-a9594128366d,5f47e116dbc4a2230a521331,152,93
0,35edb446-16f9-4f3f-a274-f75571d6282e,5a8d5e4e000dab00018ce464,197,411
1,35edb446-16f9-4f3f-a274-f75571d6282e,5bd4cb4f25db7b000179488d,411,197
0,b9e4aaa7-ef3c-4179-9eb3-951ba0d5dcb3,5f5be35f7e4af23a5145586f,151,75
1,b9e4aaa7-ef3c-4179-9eb3-951ba0d5dcb3,5f6e71f3b273c13b726f3622,75,151
0,2f65f772-5329-4e5a-a7a2-3df21fb73933,5f29dfe7512c2817f7957e1a,165,45
1,2f65f772-5329-4e5a-a7a2-3df21fb73933,5f6be2474140c215c8ebbe52,45,165
0,b524d604-a7b4-4b11-80e5-0a0fe43c5c13,5acba4a15cd10500016280ca,221,79
1,b524d604-a7b4-4b11-80e5-0a0fe43c5c13,5dd3f9593269923d6ccc5de8,79,221
0,1eb0a263-5575-4bfe-a61b-c2c31e324834,5706fb93914b7100093b7925,77,109
1,1eb0a263-5575-4bfe-a61b-c2c31e324834,5cb929bfebd17d0017e7f848,109,77
0,4e02e612-69a5-4323-8610-e89822241fc2,5e97478f8b670f09dad1fd02,131,27
1,4e02e612-69a5-4323-8610-e89822241fc2,5f13bae4a544193e6b94b0cf,27,131
0,36f6f438-7d8d-4c6a-965b-43c17261c091,5e8a26247ad7526bf85abbff,285,76
1,36f6f438-7d8d-4c6a-965b-43c17261c091,5f0a1bbf4095fb1232dc7940,76,285
0,07b732f9-a9e0-43e9-85a4-263a6d78af0d, 5f657048f1af6f0fac94a852,144,176
1,07b732f9-a9e0-43e9-85a4-263a6d78af0d,5f30841ff614014e92784605,176,144
0,826378b6-4c2b-4309-b66e-2a0a6b8fc162,5f5bac39ce8ed832aa378a53,33,468
1,826378b6-4c2b-4309-b66e-2a0a6b8fc162,5f7a0bc4853bd46503a27113,468,33
0,48a4206e-f458-4736-93fd-02436b76cfb8,5efbdfe2d66b1418c2ba858a,97,166
1,48a4206e-f458-4736-93fd-02436b76cfb8,5f74d520b30576105d455fcf,166,97
0,cdf464bc-8e3d-45a5-995c-647c564b6acc,5b5e7e643bac1d0001f9bf28,89,83
1,cdf464bc-8e3d-45a5-995c-647c564b6acc,5ee91d6e634e8e1290804250,83,89
0,92c66875-8a3c-44f6-9356-8537655417db,5d96fe713cc967001852334f,106,163
1,92c66875-8a3c-44f6-9356-8537655417db,5f6dc2d7fa66e824dbf70d24,163,106
0,d74b69d3-263d-48c8-8ca2-712a6622cba4,5c284e0970d93a0001211e16,80,132
1,d74b69d3-263d-48c8-8ca2-712a6622cba4,5f26523b9e04df29fc462ea6,132,80
0,3eb02a3e-10a7-4927-a967-6d39e43edc0f,583f02c8ca2e57000184353c,89,335
1,3eb02a3e-10a7-4927-a967-6d39e43edc0f,5e7fefe06c12706d47e35211,335,89
0,b8f9aeaf-a914-45bb-9d7c-7ef83b82f8d3,5a68c01031b87a0001c752c3,130,78
1,b8f9aeaf-a914-45bb-9d7c-7ef83b82f8d3,5e87b6503b574043226609c0,78,130
0,43f39618-a519-4bb6-b734-f834d0c641a2,5e668df31d7e1a4039d67b49,102,118
1,43f39618-a519-4bb6-b734-f834d0c641a2,5e79340b6d9a624e3f39586d,118,102
0,c4caca36-1ace-44de-844a-0933eface36a,59ad6f1e09709e00013c2ba5,297,175
1,c4caca36-1ace-44de-844a-0933eface36a,5f416c04539a9d31180b1648,175,297
0,6869191b-8311-44a8-8252-0ee12a1ef3ba,56e130548b1c33000a388671,110,168
1,6869191b-8311-44a8-8252-0ee12a1ef3ba,5e2721b01160079464059b5c,168,110
0,541f83af-f1a7-4c30-be52-0c7d5108d110,5ee2b44f470fa7446a470c8d,80,99
1,541f83af-f1a7-4c30-be52-0c7d5108d110,5eed1bae9e63ac127ac15a77,99,80
0,b35f8dee-50c3-44c3-9ec7-9ce610e26e34,5f50544b526bec1ce4a44f70,243,184
1,b35f8dee-50c3-44c3-9ec7-9ce610e26e34,5f5e8c58f7e0497501c4e356,184,243
0,a8c50e7b-354f-451a-8d94-c9f0001f53c3,5df40839a1f3612e51ff72bb,161,139
1,a8c50e7b-354f-451a-8d94-c9f0001f53c3,5e372f7ee63d3c000b152fc2,139,161
0,0bd4dd2c-1cf0-46fb-87d3-a88b1de310a6,5f0298ad4a1b58435567e7d4,102,37
1,0bd4dd2c-1cf0-46fb-87d3-a88b1de310a6,5f17909c1cdb3701aad2d11c,37,102
0,6ef1966f-a733-460a-8d91-dfe31a832277,5e82a7d6c17bb79ebe9b09df,142,137
1,6ef1966f-a733-460a-8d91-dfe31a832277,5f59a1b945fc451ff6152886,137,142
0,dc8a196d-d8e4-497d-99c9-b3db414b91b2,5c102b9461df5c0001cb468b,30,582
1,dc8a196d-d8e4-497d-99c9-b3db414b91b2,5ef6743fa4d98d36b3d86694,582,30
0,36fc65e0-03f6-4a9e-8f6d-b9072197ffba,5c159f7745de2c000133c3f2,240,243
1,36fc65e0-03f6-4a9e-8f6d-b9072197ffba,5ddf1bea59b1b0e98cb178dc,243,240
0,fe74802e-1034-4365-82f8-f9e7f4e5b0df,5e454881703c9401c7c3fe4f,124,102
1,fe74802e-1034-4365-82f8-f9e7f4e5b0df,5f1f2cf5a441a30fa1b79b2d,102,124
0,164bdd54-904f-4308-8d4e-90ba75777e31,5c6babadec1fb80001c18bed,46,142
1,164bdd54-904f-4308-8d4e-90ba75777e31,5f60371e80ea02132146968e,142,46
0,2eb1256f-ddc8-4295-bde5-c77d36f82b6b,5d49a0b751695e0001a188a8,69,175
1,2eb1256f-ddc8-4295-bde5-c77d36f82b6b,5f657048f1af6f0fac94a852,175,69
0,a346eeb6-7d87-4704-b1cd-b43808e83e0d,5e7e70c583c34c53f6c643db,96,66
1,a346eeb6-7d87-4704-b1cd-b43808e83e0d,5f31c7c8152f590f64c8e902,66,96
0,dea8799a-4d4c-432a-8694-0a92029d90b9,5eb1e9b96c1f4713ed5d0a1e,189,85
1,dea8799a-4d4c-432a-8694-0a92029d90b9,5f65597823696e0e9bd8f63a,85,189
0,2f0ee486-0eb9-4ae0-a940-f0cc95e749f2,587418895c17910001ea4e75,59,87
1,2f0ee486-0eb9-4ae0-a940-f0cc95e749f2,5dd4767b32288646716dc98a,87,59
0,d0396365-aea1-43a7-9795-b099461a2515,5d81611eb54787000140f73a,105,148
1,d0396365-aea1-43a7-9795-b099461a2515,5ed9df4296035b58dce21946,148,105
0,8fa48307-dc73-4a67-96ed-85b73cf8f8ea,5f3c2648a9ef86a4c10de377,181,127
1,8fa48307-dc73-4a67-96ed-85b73cf8f8ea,5f469dcf5fcb5d0355771013,127,181
0,54d711f1-f836-49ea-b61e-cb61842a8c49,59ad6f1e09709e00013c2ba5,152,180
1,54d711f1-f836-49ea-b61e-cb61842a8c49,5e9115dde9961610d06e08b8,180,152
0,9ac1cd72-36b7-4fe1-a870-d35801fae201,5a79de1faa46dd00016b3a60,52,60
1,9ac1cd72-36b7-4fe1-a870-d35801fae201,5d1aadf961a40900171f6931,60,52
0,53b4d5ad-9c9f-4d5c-b9f6-336c9b755e26,5c5c06b9ba12df000140be91,123,243
